track_name,artists,track_genre,popularity,danceability,energy,valence,tempo,popularity_tier,energy_category
KING,二口魔菜 Futakuchi Mana,j-idol,48,0.361,0.976,0.289,166.085,Medium,High Energy
Different,BAND-MAID,j-idol,48,0.493,0.966,0.288,104.98,Medium,High Energy
My Room,Kyary Pamyu Pamyu,j-idol,21,0.505,0.902,0.795,175.022,Low,High Energy
夏の海,Chisato Moritaka,j-idol,21,0.573,0.703,0.674,138.032,Low,High Energy
だいじょばない,Perfume,j-idol,54,0.564,0.982,0.868,128.008,Medium,High Energy
Z伝説 ~終わりなき革命~,Momoiro Clover Z,j-idol,21,0.301,0.941,0.537,190.124,Low,High Energy
制服が邪魔をする,AKB48,j-idol,22,0.576,0.977,0.834,143.045,Low,High Energy
Don't Think. Feel!!!,Idoling!!!,j-idol,35,0.588,0.933,0.738,150.981,Medium,High Energy
絢爛マイユース,Dempagumi.Inc,j-idol,20,0.502,0.919,0.681,200.074,Low,High Energy
時間旅行,Seiko Matsuda,j-idol,22,0.536,0.334,0.256,83.967,Low,Medium Energy
ポンコツな君が好きだ,NGT48,j-idol,21,0.478,0.921,0.663,156.011,Low,High Energy
ダンケシェーン,Nogizaka46,j-idol,21,0.507,0.914,0.687,158.029,Low,High Energy
YATTA!,BAND JA NAIMON! MAXX NAKAYOSHI,j-idol,21,0.567,0.956,0.53,135.04,Low,High Energy
でんでんぱっしょん,Dempagumi.Inc,j-idol,21,0.461,0.988,0.536,93.046,Low,High Energy
エキセントリック,Keyakizaka46,j-idol,22,0.637,0.876,0.611,130,Low,High Energy
あした地球がこなごなになっても,Dempagumi.Inc,j-idol,21,0.661,0.852,0.795,130.021,Low,High Energy
妄想ガールフレンド,NMB48,j-idol,21,0.464,0.96,0.472,172.078,Low,High Energy
3ー2,HKT48,j-idol,21,0.532,0.867,0.728,134.942,Low,High Energy
フィーバー,PASSEPIED,j-idol,21,0.376,0.922,0.754,175.897,Low,High Energy
13日の金曜日,Nogizaka46,j-idol,21,0.553,0.842,0.93,197.14,Low,High Energy
バリ3共和国,Dempagumi.Inc,j-idol,21,0.525,0.963,0.465,183.049,Low,High Energy
僕の手紙,ZONE,j-idol,21,0.647,0.594,0.374,105.966,Low,Medium Energy
P.I.C.,≠ME,j-idol,22,0.796,0.907,0.793,131.027,Low,High Energy
春はもうすぐ,Sayaka Yamamoto,j-idol,21,0.467,0.653,0.262,74.972,Low,Medium Energy
プリンセスでんぱパワー!シャインオン!,Dempagumi.Inc,j-idol,21,0.325,0.883,0.701,160.033,Low,High Energy
GAME,Perfume,j-idol,22,0.494,0.946,0.431,135.035,Low,High Energy
出航,STU48,j-idol,21,0.469,0.923,0.501,138.1,Low,High Energy
百鬼夜光,夜光性アミューズ,j-idol,21,0.708,0.989,0.283,128.044,Low,High Energy
船から降りた僕たちは・・・,STU48,j-idol,21,0.501,0.903,0.487,136.968,Low,High Energy
響,Shiritsu Ebisu Chugaku,j-idol,20,0.53,0.94,0.582,135.001,Low,High Energy
大人ジェリービーンズ,Mayu Watanabe,j-idol,21,0.555,0.989,0.965,157.025,Low,High Energy
虹の作り方/太田夢莉 薮下柊 渋谷凪咲 須藤凜々花 内木志,NMB48,j-idol,21,0.482,0.988,0.363,157.987,Low,High Energy
WELCOME☆夏空ピース!!!!!,SUPER☆GiRLS,j-idol,21,0.493,0.922,0.556,162.076,Low,High Energy
オーケストラ <KASHiWACK version>,Yuki Kashiwagi;BiSH,j-idol,21,0.332,0.86,0.421,180.027,Low,High Energy
CALL MY NAME,夜光性アミューズ,j-idol,21,0.664,0.953,0.529,149.987,Low,High Energy
さよなら、アリス baroque remix,Flower,j-idol,21,0.58,0.536,0.409,116.916,Low,Medium Energy
溺愛失調症,夜光性アミューズ,j-idol,21,0.579,0.955,0.319,99.977,Low,High Energy
花時計〜Party's on!〜version2016,Flower,j-idol,21,0.598,0.912,0.417,139.952,Low,High Energy
青空片想い - 2021 ver.,SKE48,j-idol,21,0.532,0.973,0.611,132,Low,High Energy
好きで好きでしょうがない,Last Idol,j-idol,20,0.531,0.945,0.744,140.989,Low,High Energy
白日 - ちゅうおん2021 Live ver.,Shiritsu Ebisu Chugaku,j-idol,20,0.542,0.736,0.189,93,Low,High Energy
forget-me-not 〜ワスレナグサ〜(version2016),Flower,j-idol,21,0.68,0.921,0.697,125.464,Low,High Energy
CITRUS - ちゅうおん2021 Live ver.,Shiritsu Ebisu Chugaku,j-idol,20,0.525,0.785,0.462,82.052,Low,High Energy
CANDY CANDY,Kyary Pamyu Pamyu,j-idol,47,0.649,0.964,0.884,130.007,Medium,High Energy
笑一笑 ~シャオイーシャオ!~,Momoiro Clover Z,j-idol,31,0.624,0.943,0.584,135.006,Low,High Energy
ステップ,Sakurako Ohara,j-idol,21,0.476,0.941,0.696,151.01,Low,High Energy
ウォータープルーフ・ナイト,Philosophy no Dance,j-idol,21,0.622,0.93,0.666,130.047,Low,High Energy
ももクロの令和ニッポン万歳!,Momoiro Clover Z,j-idol,20,0.684,0.904,0.75,98.953,Low,High Energy
サイン,Sakurako Ohara,j-idol,20,0.402,0.765,0.267,167.989,Low,High Energy
君の名は希望,Nogizaka46,j-idol,21,0.604,0.869,0.69,139.997,Low,High Energy
シネマ,PASSEPIED,j-idol,21,0.576,0.947,0.656,125.024,Low,High Energy
ラルゴ,CYNHN,j-idol,20,0.373,0.951,0.552,197.779,Low,High Energy
踊ろう,Sakurako Ohara,j-idol,20,0.535,0.938,0.524,134.982,Low,High Energy
月色Chainon ももいろクローバーZ ver.,Momoiro Clover Z,j-idol,20,0.64,0.888,0.598,127.985,Low,High Energy
なんとなく最低な日々 (Live at 日本武道館 2022.5.15),Momoiro Clover Z,j-idol,21,0.722,0.886,0.761,99.976,Low,High Energy
PLAYER,PASSEPIED,j-idol,21,0.617,0.839,0.846,170.02,Low,High Energy
TANGO NOIR - 30th anniversary mix,Akina Nakamori,j-idol,22,0.613,0.888,0.862,155.324,Low,High Energy
Just A Little Bit,Flower,j-idol,20,0.679,0.836,0.397,101.06,Low,High Energy
孤独の中で鳴るBeatっ! (Live at 日本武道館 2022.5.15),Momoiro Clover Z,j-idol,21,0.509,0.948,0.431,148.022,Low,High Energy
制服と太陽,Keyakizaka46,j-idol,21,0.616,0.82,0.659,125.017,Low,High Energy
Future Diver,Dempagumi.Inc,j-idol,20,0.564,0.95,0.827,186.057,Low,High Energy
Birth(大和田南那、川本紗矢、北川綾巴、後藤萌咲、坂口渚沙、田島芽瑠、田中美久、朝長美緒、中野郁海、西野未姫、矢吹奈子),AKB48,j-idol,21,0.49,0.971,0.611,179.96,Low,High Energy
アジアン,PASSEPIED,j-idol,21,0.506,0.81,0.845,157.841,Low,High Energy
Fashion Monster - Extended Mix,Kyary Pamyu Pamyu,j-idol,21,0.457,0.967,0.441,160.021,Low,High Energy
角を曲がる,Keyakizaka46,j-idol,21,0.587,0.701,0.566,141.934,Low,High Energy
Reincarnation,BAND-MAID,j-idol,21,0.327,0.995,0.0826,94.939,Low,High Energy
圧倒的少女漫画ストーリー,MOSHIMO,j-idol,21,0.526,0.919,0.627,174.126,Low,High Energy
TORA TORA TORA,MAX,j-idol,21,0.588,0.979,0.923,150.167,Low,High Energy
勉強の歌 - 2012 Remaster,Chisato Moritaka,j-idol,21,0.671,0.968,0.963,129.901,Low,High Energy
卒業 - Reprise version,Sakurako Ohara,j-idol,20,0.587,0.874,0.904,156.971,Low,High Energy
愛せよ,Sayaka Yamamoto,j-idol,21,0.467,0.512,0.295,77.042,Low,Medium Energy
Don't look back!,NMB48,j-idol,20,0.485,0.971,0.531,92.499,Low,High Energy
青空が違う,Keyakizaka46,j-idol,21,0.524,0.92,0.77,157.047,Low,High Energy
ストロベリーフロート,Tokyo Girls' Style,j-idol,20,0.775,0.836,0.7,105.983,Low,High Energy
シュガーグレーズ,Shiritsu Ebisu Chugaku,j-idol,20,0.678,0.793,0.431,149.985,Low,High Energy
ピーク,NMB48,j-idol,20,0.534,0.958,0.663,137.976,Low,High Energy
ヒューリスティック・シティ(Album Mastering),Philosophy no Dance,j-idol,20,0.73,0.721,0.784,114.011,Low,High Energy
ロミオの心臓,BiS,j-idol,21,0.638,0.959,0.58,142.067,Low,High Energy
何人(なんびと)も,Last Idol,j-idol,20,0.633,0.913,0.829,126.982,Low,High Energy
ワルレリジョナー,夜光性アミューズ,j-idol,20,0.699,0.878,0.391,148.063,Low,High Energy
世界の中心で虹を叫んだサマー,虹のコンキスタドール,j-idol,20,0.608,0.984,0.733,97.488,Low,High Energy
真夜中マーメイド (instrumental),=LOVE,j-idol,20,0.416,0.895,0.503,173.912,Low,High Energy
サブリミナル作戦,Last Idol,j-idol,20,0.465,0.92,0.605,164.91,Low,High Energy
"Anytime, Anywhere",Shiritsu Ebisu Chugaku,j-idol,20,0.684,0.867,0.61,104.091,Low,High Energy
夢の続き,Mariya Takeuchi,j-idol,46,0.721,0.911,0.898,116.486,Medium,High Energy
LOVE ME DO,SCANDAL,j-idol,29,0.619,0.842,0.591,119.991,Low,High Energy
YAVA!,BABYMETAL,j-idol,46,0.53,0.958,0.587,96.069,Medium,High Energy
Kagerou,BABYMETAL,j-idol,44,0.425,0.941,0.282,97.498,Medium,High Energy
小麦色のマーメイド,Seiko Matsuda,j-idol,21,0.666,0.471,0.662,154.667,Low,Medium Energy
NO WAY MAN,AKB48,j-idol,21,0.583,0.939,0.683,124.945,Low,High Energy
私は私,ノースリーブス,j-idol,20,0.468,0.635,0.563,81.983,Low,Medium Energy
Super Scooter Happy,Kyary Pamyu Pamyu,j-idol,20,0.535,0.953,0.603,141.943,Low,High Energy
ひこうき雲(シアターガールズver.),AKB48,j-idol,21,0.468,0.91,0.781,146.049,Low,High Energy
羽根の記憶,Nogizaka46,j-idol,20,0.56,0.879,0.593,134.972,Low,High Energy
鈴懸の木の道で…(略)やや気恥ずかしい結論のようなもの,AKB48,j-idol,21,0.44,0.974,0.431,90.011,Low,High Energy
言い訳Maybe,AKB48,j-idol,21,0.346,0.998,0.0651,159.979,Low,High Energy
UNTILL THE DAWN,PassCode,j-idol,21,0.522,0.988,0.481,104.99,Low,High Energy
Natsuiro Flower,Kyary Pamyu Pamyu,j-idol,20,0.666,0.887,0.971,131.986,Low,High Energy
暴イズDE∀D (2020 reRec ver.),ROTTENGRAFFTY,j-idol,20,0.513,0.991,0.579,94.885,Low,High Energy
ARIADNE,ELFENSJóN,j-idol,21,0.512,0.972,0.322,106.54,Low,High Energy
床の間正座娘,NMB48,j-idol,20,0.501,0.962,0.711,147.95,Low,High Energy
夢がさめて,Seiko Matsuda;Chris Hart,j-idol,21,0.523,0.59,0.355,144.025,Low,Medium Energy
でんぱれーどJAPAN,Dempagumi.Inc,j-idol,20,0.61,0.953,0.827,97.041,Low,High Energy
1/2の神話 - 30th anniversary mix,Akina Nakamori,j-idol,21,0.437,0.957,0.425,165.09,Low,High Energy
次のSeason(アンダーガールズ),AKB48,j-idol,21,0.468,0.919,0.507,97.469,Low,High Energy
あの日の夜の冷たい雨,Seiko Matsuda,j-idol,21,0.567,0.455,0.31,133.923,Low,Medium Energy
COLOR ME UP!,Flower,j-idol,20,0.663,0.776,0.604,123.027,Low,High Energy
制服,Seiko Matsuda,j-idol,21,0.804,0.718,0.736,122.501,Low,High Energy
be with you,Flower,j-idol,20,0.658,0.823,0.585,122.998,Low,High Energy
TOKIMEKI LIGHTS,Perfume,j-idol,21,0.659,0.961,0.537,135.033,Low,High Energy
スーパーカー,PASSEPIED,j-idol,20,0.464,0.845,0.662,171.839,Low,High Energy
ミライバルダンス,Wasuta,j-idol,20,0.549,0.941,0.77,174.054,Low,High Energy
満漢全席 (Live at 日本武道館 2022.5.15),Momoiro Clover Z,j-idol,20,0.734,0.919,0.691,106.019,Low,High Energy
TATTOO - 30th anniversary mix,Akina Nakamori,j-idol,21,0.526,0.828,0.675,106.968,Low,High Energy
無限未来,Perfume,j-idol,21,0.591,0.814,0.438,160.093,Low,High Energy
雨燕,PASSEPIED,j-idol,20,0.672,0.735,0.67,126.008,Low,High Energy
リニアモーターガール,Perfume,j-idol,21,0.518,0.983,0.811,145.063,Low,High Energy
月曜日の朝、スカートを切られた,Keyakizaka46,j-idol,20,0.503,0.847,0.571,103.996,Low,High Energy
DISPLAY,Perfume,j-idol,21,0.676,0.964,0.497,132.015,Low,High Energy
恋人がサンタクロース,Flower,j-idol,20,0.735,0.935,0.662,131.999,Low,High Energy
空とサカナ,Wasuta,j-idol,19,0.523,0.844,0.682,167.98,Low,High Energy
MAIN STREET ELECTRICAL PARADE,BiSH,j-idol,20,0.479,0.995,0.158,109.971,Low,High Energy
Sweet Refrain,Perfume,j-idol,21,0.551,0.977,0.41,140.051,Low,High Energy
Clover(version2016),Flower,j-idol,20,0.586,0.739,0.313,91.986,Low,High Energy
落とし穴,NMB48,j-idol,20,0.523,0.912,0.824,161.906,Low,High Energy
ポニーテールをほどいた君を見た,STU48,j-idol,20,0.553,0.911,0.802,156.003,Low,High Energy
One Night Carnival,BiSH,j-idol,20,0.208,0.931,0.438,146.109,Low,High Energy
Family Complex,Shiritsu Ebisu Chugaku,j-idol,19,0.349,0.94,0.375,99.929,Low,High Energy
なないろ,Shiritsu Ebisu Chugaku,j-idol,19,0.596,0.883,0.686,153.014,Low,High Energy
BiSBiS,BiS,j-idol,21,0.405,0.978,0.493,185.061,Low,High Energy
TOMORROW 〜しあわせの法則〜(version2016),Flower,j-idol,20,0.47,0.745,0.281,162.041,Low,High Energy
好きって、言えなかった (instrumental),=LOVE,j-idol,19,0.574,0.598,0.243,97.996,Low,Medium Energy
ポップコーントーン,Shiritsu Ebisu Chugaku,j-idol,19,0.329,0.954,0.589,170.064,Low,High Energy
ヘビーローテーション,AKB48,j-idol,48,0.319,0.927,0.233,178.081,Medium,High Energy
トーキョーハイウェイ,Kyary Pamyu Pamyu,j-idol,20,0.454,0.993,0.712,160.025,Low,High Energy
デモンストレーション,Momoiro Clover Z,j-idol,19,0.326,0.885,0.75,183.467,Low,High Energy
MOON PRIDE,Momoiro Clover Z,j-idol,20,0.429,0.959,0.752,172.653,Low,High Energy
DNA狂詩曲 -ZZ ver.-,Momoiro Clover Z,j-idol,19,0.431,0.948,0.477,169.821,Low,High Energy
月虹 -ZZ ver.-,Momoiro Clover Z,j-idol,19,0.539,0.558,0.156,117.989,Low,Medium Energy
12秒,HKT48,j-idol,20,0.445,0.958,0.621,160.086,Low,High Energy
M1917,a crowd of rebellion,j-idol,43,0.463,0.983,0.266,103.462,Medium,High Energy
モッキンバード,Seiko Matsuda,j-idol,20,0.744,0.494,0.558,109.002,Low,Medium Energy
Chai Maxx -ZZ ver.-,Momoiro Clover Z,j-idol,19,0.598,0.96,0.484,159.991,Low,High Energy
少女A,Akina Nakamori,j-idol,20,0.588,0.79,0.655,145.916,Low,High Energy
Oh! MAJINAI,BABYMETAL;Joakim Brodén,j-idol,43,0.581,0.997,0.495,142.103,Medium,High Energy
Everyday、カチューシャ,AKB48,j-idol,22,0.328,0.976,0.216,172.512,Low,High Energy
他の星から,Nogizaka46,j-idol,20,0.585,0.91,0.794,130.986,Low,High Energy
マジスカロックンロール,AKB48,j-idol,20,0.51,0.996,0.556,141.983,Low,High Energy
時間旅行,Flower,j-idol,20,0.45,0.59,0.176,149.931,Low,Medium Energy
オレンジノート -ZZ ver.-,Momoiro Clover Z,j-idol,19,0.678,0.988,0.659,135.005,Low,High Energy
Larimar,Sayaka Yamamoto,j-idol,19,0.526,0.806,0.437,142.035,Low,High Energy
音楽を捨てよ、そして音楽へ - シン・ガイアズ ver.,Seiko Oomori,j-idol,20,0.37,0.843,0.395,82.581,Low,High Energy
他人のそら似,Nogizaka46,j-idol,20,0.466,0.953,0.283,134.004,Low,High Energy
お願いヴァレンティヌ,HKT48,j-idol,20,0.403,0.983,0.216,162.01,Low,High Energy
十戒 (1984) - 2012 Remaster,Akina Nakamori,j-idol,20,0.676,0.753,0.493,148.968,Low,High Energy
冬の妖精 (Seiko Matsuda Christmas Songs),Seiko Matsuda,j-idol,20,0.61,0.834,0.677,148.868,Low,High Energy
endless Story,BAND-MAID,j-idol,20,0.352,0.97,0.315,167.07,Low,High Energy
もう森へ帰ろうか?,Keyakizaka46,j-idol,20,0.614,0.814,0.521,129.965,Low,High Energy
渚のCHERRY(チームA Ver.),AKB48,j-idol,20,0.575,0.964,0.785,149.979,Low,High Energy
オーダーメイドとレディーメイド,Wasuta,j-idol,19,0.68,0.907,0.689,130.035,Low,High Energy
MYSTERION (Live at 日本武道館 2022.5.15),Momoiro Clover Z,j-idol,19,0.626,0.832,0.649,150.042,Low,High Energy
WHOLE LOTTA LOVE,BiS,j-idol,20,0.477,0.98,0.239,100.052,Low,High Energy
吼えろ (「ももいろクローバーZ 10th Anniversary The Diamond Four -in 桃響導夢-」 DAY2「TDFの覚悟」/2018.5.23公演),Momoiro Clover Z,j-idol,19,0.511,0.954,0.676,134.027,Low,High Energy
手をつなごう,Shiritsu Ebisu Chugaku,j-idol,19,0.683,0.899,0.703,126.957,Low,High Energy
Hey boy hey girl,BiS,j-idol,21,0.511,0.984,0.781,150.129,Low,High Energy
届かなそうで届くもの,NMB48,j-idol,20,0.485,0.943,0.872,172.12,Low,High Energy
飾りじゃないのよ涙は,Akina Nakamori,j-idol,20,0.657,0.854,0.806,88.462,Low,High Energy
星降る引きこもりの夜,Dempagumi.Inc,j-idol,19,0.716,0.741,0.943,127.005,Low,High Energy
Love it!,Hysteric Panic,j-idol,20,0.363,0.917,0.288,160.87,Low,High Energy
恋人がサンタクロース(version2016),Flower,j-idol,20,0.701,0.919,0.644,131.983,Low,High Energy
アイドルばかり聴かないで,Negicco,j-idol,19,0.756,0.903,0.898,145.032,Low,High Energy
タイムストレッチ,夜光性アミューズ,j-idol,20,0.579,0.821,0.252,178.001,Low,High Energy
アンコールの恋,Shiritsu Ebisu Chugaku,j-idol,19,0.422,0.988,0.43,169.955,Low,High Energy
PLAYBACK,Shiritsu Ebisu Chugaku,j-idol,19,0.488,0.796,0.376,127.891,Low,High Energy
美味いものファンクラブ,虹のコンキスタドール,j-idol,19,0.712,0.933,0.77,135.01,Low,High Energy
BiS-どうやらゾンビのおでまし-,BiS,j-idol,20,0.395,0.922,0.388,95.005,Low,High Energy
愛しか武器がない,Last Idol,j-idol,19,0.548,0.933,0.223,137.986,Low,High Energy
Catch Me If You Can,BABYMETAL,j-idol,44,0.383,0.97,0.132,180.089,Medium,High Energy
Good bye - Previously Unreleased,Mariya Takeuchi,j-idol,20,0.518,0.517,0.192,136.245,Low,Medium Energy
スローモ,Kyary Pamyu Pamyu,j-idol,19,0.499,0.937,0.471,139.986,Low,High Energy
Point of view,Kyary Pamyu Pamyu,j-idol,19,0.536,0.863,0.869,155.04,Low,High Energy
Fin - 30th anniversary mix,Akina Nakamori,j-idol,20,0.658,0.898,0.859,136.743,Low,High Energy
泣きたいくらい,Sakurako Ohara,j-idol,19,0.581,0.865,0.599,109.946,Low,High Energy
1mm,Perfume,j-idol,20,0.587,0.917,0.811,110.015,Low,High Energy
イマジネーション,Momoiro Clover Z,j-idol,19,0.58,0.88,0.691,98.472,Low,High Energy
猛烈宇宙交響曲・第七楽章「無限の愛」 -ZZ ver.-,Momoiro Clover Z,j-idol,19,0.345,0.956,0.282,174.038,Low,High Energy
キスの流星,ノースリーブス,j-idol,20,0.629,0.967,0.649,129.996,Low,High Energy
My Way,Sakurako Ohara,j-idol,19,0.483,0.959,0.451,145.074,Low,High Energy
Green Flash,AKB48,j-idol,20,0.586,0.733,0.468,95.999,Low,High Energy
前しか向かねえ,AKB48,j-idol,19,0.538,0.978,0.699,107.516,Low,High Energy
激動プログレッシブ,PassCode,j-idol,19,0.472,0.97,0.38,112.591,Low,High Energy
Attack,SILENT SIREN,j-idol,20,0.514,0.957,0.685,183.069,Low,High Energy
オーバーヒート・ナイト - 2012 Remaster,Chisato Moritaka,j-idol,19,0.547,0.887,0.623,120.392,Low,High Energy
気づいたら片想い,Nogizaka46;松井玲奈,j-idol,20,0.67,0.763,0.703,119.968,Low,High Energy
飛べないアゲハチョウ,AKB48,j-idol,19,0.644,0.885,0.617,106.471,Low,High Energy
W.W.D,Dempagumi.Inc,j-idol,19,0.591,0.957,0.586,94.989,Low,High Energy
贅沢ないいわけ,PASSEPIED,j-idol,19,0.374,0.9,0.411,177.891,Low,High Energy
Unleash!!!!!,BAND-MAID,j-idol,45,0.448,0.968,0.252,96.508,Medium,High Energy
LOVE TRIP,AKB48,j-idol,20,0.489,0.952,0.596,149.992,Low,High Energy
ONE,PASSEPIED,j-idol,19,0.581,0.682,0.477,99.982,Low,High Energy
ONLY HUMAN,NOCTURNAL BLOODLUST,j-idol,20,0.512,0.997,0.105,114.987,Low,High Energy
詠み人知らずの青春歌 - 2022 ver.,Wasuta,j-idol,18,0.509,0.949,0.29,92.5,Low,High Energy
TOUCH ME,BiS,j-idol,20,0.378,0.883,0.412,184.894,Low,High Energy
R138,PASSEPIED,j-idol,20,0.5,0.863,0.566,147.944,Low,High Energy
衝動的S/K/S/D,Dempagumi.Inc,j-idol,19,0.433,0.988,0.548,199.813,Low,High Energy
私のために 誰かのために,Nogizaka46,j-idol,19,0.552,0.678,0.6,119.973,Low,High Energy
#前に進む唄,kamiyado,j-idol,19,0.314,0.93,0.509,88.756,Low,High Energy
でんぱせいばぁ☆,Dempagumi.Inc,j-idol,19,0.373,0.936,0.725,95.076,Low,High Energy
テレフォン,BiS,j-idol,20,0.417,0.972,0.545,87.923,Low,High Energy
太陽が坂道を昇る頃/研究生,NMB48,j-idol,19,0.677,0.904,0.886,128.006,Low,High Energy
僕らの春夏秋冬,STU48,j-idol,20,0.545,0.874,0.548,135.933,Low,High Energy
I WANT TO DiE!!!!!,BiS,j-idol,20,0.471,0.966,0.268,99.993,Low,High Energy
CURTAiN CALL,BiS,j-idol,20,0.466,0.965,0.264,94.983,Low,High Energy
夢に色がない理由/Team N,NMB48,j-idol,19,0.503,0.806,0.394,139.958,Low,High Energy
Escape,SKE48,j-idol,19,0.566,0.979,0.288,134.001,Low,High Energy
イート・ザ・大目玉,Shiritsu Ebisu Chugaku,j-idol,19,0.55,0.913,0.672,174.98,Low,High Energy
Magic of Love - Level3-mix,Perfume,j-idol,20,0.546,0.968,0.937,127.996,Low,High Energy
愛のレンタル (Prod. マカロニえんぴつ),Shiritsu Ebisu Chugaku,j-idol,19,0.71,0.891,0.603,106.076,Low,High Energy
シンガロン・シンガソン(MUSiC ver.),Shiritsu Ebisu Chugaku,j-idol,19,0.5,0.926,0.59,172.998,Low,High Energy
ジャンプ (Prod. 石崎ひゅーい),Shiritsu Ebisu Chugaku,j-idol,18,0.592,0.781,0.289,127.994,Low,High Energy
青春continues,Last Idol,j-idol,19,0.572,0.92,0.588,82.003,Low,High Energy
Isshin Doutai,Kyary Pamyu Pamyu,j-idol,40,0.734,0.911,0.81,135.001,Medium,High Energy
水色の朝,Seiko Matsuda,j-idol,19,0.581,0.398,0.358,139.184,Low,Medium Energy
LIAR - 30th anniversary mix,Akina Nakamori,j-idol,20,0.602,0.833,0.339,127.987,Low,High Energy
GOUNN,Momoiro Clover Z,j-idol,19,0.452,0.954,0.456,146.005,Low,High Energy
Feel so right,MAX,j-idol,20,0.735,0.92,0.54,97.907,Low,High Energy
stay gold,Momoiro Clover Z,j-idol,18,0.427,0.965,0.362,96.546,Low,High Energy
渇かない涙,SILENT SIREN,j-idol,20,0.519,0.707,0.517,180.03,Low,High Energy
つくり囃子,PASSEPIED,j-idol,19,0.445,0.775,0.422,136.154,Low,High Energy
水硝子,RYUTist,j-idol,18,0.604,0.577,0.425,165.071,Low,Medium Energy
マホロバケーション -ZZ ver.-,Momoiro Clover Z,j-idol,19,0.608,0.964,0.762,144.993,Low,High Energy
武陵桃源なかよし物語,Momoiro Clover Z,j-idol,19,0.584,0.754,0.489,144.989,Low,High Energy
太宰治を読んだか?,NMB48,j-idol,18,0.592,0.868,0.531,112.99,Low,High Energy
